metrica,anio,categoria,valor,unidad,n_muestral,fuente
victimizacion_hogares_nna,2024,delito=Robo o asalto fuera de la vivienda,0.76,porcentaje,9162,"ECH 2024, módulo victimización 2º semestre (INE)"
victimizacion_hogares_nna,2024,delito=Al menos uno,2.52,porcentaje,9162,"ECH 2024, módulo victimización 2º semestre (INE)"
trabajo_adolescente_14a17,2024,ocupacion=total,2.93,porcentaje,15291,"ECH 2024, panel mensual de empleo (INE); promedio de 12 meses"
trabajo_adolescente_14a17,2024,ocupacion=sexo:Varones,4.26,porcentaje,7760,"ECH 2024, panel mensual de empleo (INE); promedio de 12 meses"
trabajo_adolescente_14a17,2024,ocupacion=sexo:Mujeres,1.54,porcentaje,7531,"ECH 2024, panel mensual de empleo (INE); promedio de 12 meses"
trabajo_adolescente_14a17,2024,informalidad_entre_ocupados,81.55,porcentaje,442,"ECH 2024, panel mensual de empleo (INE); promedio de 12 meses; f82==2 (no aporta)"
pobreza_0a17,2025,total,27.48,porcentaje,10826,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,tramo=0 a 5,29.11,porcentaje,2641,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,tramo=13 a 17,26.47,porcentaje,3705,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,tramo=6 a 12,27.3,porcentaje,4480,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=ARTIGAS,34.82,porcentaje,250,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=CANELONES,23.93,porcentaje,1396,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=CERRO LARGO,34.67,porcentaje,357,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=COLONIA,17.25,porcentaje,327,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=DURAZNO,18.33,porcentaje,250,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=FLORES,16.56,porcentaje,97,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=FLORIDA,20.21,porcentaje,194,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=LAVALLEJA,20.42,porcentaje,207,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=MALDONADO,15.82,porcentaje,794,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=MONTEVIDEO,32.7,porcentaje,4019,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=PAYSANDÚ,28.48,porcentaje,444,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=RIVERA,37.66,porcentaje,401,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=ROCHA,23.25,porcentaje,324,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=RÍO NEGRO,25.34,porcentaje,267,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=SALTO,32.9,porcentaje,463,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=SAN JOSÉ,11.7,porcentaje,303,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=SORIANO,34.45,porcentaje,264,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=TACUAREMBÓ,16.57,porcentaje,285,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
pobreza_0a17,2025,departamento=TREINTA Y TRES,29.37,porcentaje,184,"ECH 2025 (INE), microdatos ponderados; pobreza oficial INE, canasta 2017"
hacinamiento_hogares_nna,2025,total,3.68,porcentaje,6913,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=ARTIGAS,5.35,porcentaje,154,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=CANELONES,3.28,porcentaje,902,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=CERRO LARGO,4.75,porcentaje,228,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=COLONIA,0.37,porcentaje,219,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=DURAZNO,3.01,porcentaje,160,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=FLORES,0.0,porcentaje,64,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=FLORIDA,3.94,porcentaje,120,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=LAVALLEJA,2.78,porcentaje,128,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=MALDONADO,2.9,porcentaje,520,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=MONTEVIDEO,4.51,porcentaje,2576,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=PAYSANDÚ,3.72,porcentaje,278,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=RIVERA,3.71,porcentaje,248,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=ROCHA,4.39,porcentaje,208,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=RÍO NEGRO,1.97,porcentaje,163,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=SALTO,5.76,porcentaje,284,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=SAN JOSÉ,1.45,porcentaje,191,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=SORIANO,3.17,porcentaje,161,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=TACUAREMBÓ,1.51,porcentaje,189,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
hacinamiento_hogares_nna,2025,departamento=TREINTA Y TRES,3.27,porcentaje,120,ECH 2025 (INE); umbral INE/CEPAL >2 personas por cuarto
vivienda_hogares_nna,2025,carencia=goteras,24.23,porcentaje,6913,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
vivienda_hogares_nna,2025,carencia=se_inunda,5.76,porcentaje,6913,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
vivienda_hogares_nna,2025,carencia=peligro_derrumbe,1.43,porcentaje,6913,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
vivienda_hogares_nna,2025,carencia=humedad_cimientos,36.83,porcentaje,6913,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet,85.72,porcentaje,6913,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=1,78.31,porcentaje,573,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=2,82.09,porcentaje,584,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=3,92.89,porcentaje,656,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=4,98.2,porcentaje,519,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=5,100.0,porcentaje,244,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=6,86.44,porcentaje,694,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=7,88.52,porcentaje,750,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=8,81.15,porcentaje,1002,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=9,77.88,porcentaje,725,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=10,90.65,porcentaje,505,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=11,70.69,porcentaje,349,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet;estrato=12,91.6,porcentaje,312,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc,80.23,porcentaje,6913,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=1,67.53,porcentaje,573,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=2,74.67,porcentaje,584,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=3,83.39,porcentaje,656,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=4,92.58,porcentaje,519,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=5,97.39,porcentaje,244,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=6,80.02,porcentaje,694,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=7,74.53,porcentaje,750,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=8,82.26,porcentaje,1002,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=9,81.34,porcentaje,725,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=10,82.99,porcentaje,505,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=11,76.38,porcentaje,349,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=pc;estrato=12,80.68,porcentaje,312,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija,82.17,porcentaje,5900,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=1,76.51,porcentaje,447,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=2,84.49,porcentaje,479,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=3,91.84,porcentaje,609,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=4,92.05,porcentaje,508,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=5,94.29,porcentaje,244,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=6,86.72,porcentaje,597,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=7,67.08,porcentaje,661,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=8,86.8,porcentaje,805,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=9,79.13,porcentaje,558,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=10,74.64,porcentaje,456,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=11,70.26,porcentaje,253,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
brecha_digital_hogares_nna,2025,recurso=internet_fija;estrato=12,76.12,porcentaje,283,"ECH 2025 (INE); 1=Sí/2=No, 99 excluido"
fies_hogares_menores,2025,nivel=moderada_o_severa,15.25,porcentaje,2022,"ECH 2025, módulo FIES (INE); umbral FAO 0,5"
fies_hogares_menores,2025,nivel=moderada_o_severa;hogares_con_menores_de_6,17.48,porcentaje,644,"ECH 2025, módulo FIES (INE); umbral FAO 0,5"
fies_hogares_menores,2025,nivel=severa,2.04,porcentaje,2022,"ECH 2025, módulo FIES (INE); umbral FAO 0,5"
fies_hogares_menores,2025,nivel=severa;hogares_con_menores_de_6,1.85,porcentaje,644,"ECH 2025, módulo FIES (INE); umbral FAO 0,5"
victimizacion_hogares_nna,2025,delito=Robo total de vehículo,0.18,porcentaje,8598,"ECH 2025, módulo victimización 2º semestre (INE)"
victimizacion_hogares_nna,2025,delito=Robo de objetos del vehículo,0.21,porcentaje,8598,"ECH 2025, módulo victimización 2º semestre (INE)"
victimizacion_hogares_nna,2025,delito=Robo en la vivienda,0.34,porcentaje,8598,"ECH 2025, módulo victimización 2º semestre (INE)"
victimizacion_hogares_nna,2025,delito=Estafa,0.52,porcentaje,8598,"ECH 2025, módulo victimización 2º semestre (INE)"
victimizacion_hogares_nna,2025,delito=Robo o asalto fuera de la vivienda,0.46,porcentaje,8598,"ECH 2025, módulo victimización 2º semestre (INE)"
victimizacion_hogares_nna,2025,delito=Al menos uno,1.65,porcentaje,8598,"ECH 2025, módulo victimización 2º semestre (INE)"
trabajo_adolescente_14a17,2025,ocupacion=total,3.0,porcentaje,14915,"ECH 2025, panel mensual de empleo (INE); promedio de 12 meses"
trabajo_adolescente_14a17,2025,ocupacion=sexo:Varones,3.93,porcentaje,7605,"ECH 2025, panel mensual de empleo (INE); promedio de 12 meses"
trabajo_adolescente_14a17,2025,ocupacion=sexo:Mujeres,2.02,porcentaje,7310,"ECH 2025, panel mensual de empleo (INE); promedio de 12 meses"
trabajo_adolescente_14a17,2025,informalidad_entre_ocupados,88.45,porcentaje,434,"ECH 2025, panel mensual de empleo (INE); promedio de 12 meses; f82==2 (no aporta)"
