indicador_codigo,indicador_nombre,dimension,anio,apertura,valor,unidad
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=91 días a 1 año,52.4,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=1 a 3 años,14.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=Más de 3 años,28.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=91 días a 1 año,31.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=1 a 3 años,40.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Elaborando Informe Psicosocial de adoptabilidad|permanencia=Más de 3 años,27.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=0 a 45 días,4.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=91 días a 1 año,18.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=1 a 3 años,27.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=Más de 3 años,50.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=91 días a 1 año,31.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=1 a 3 años,36.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=Más de 3 años,31.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=91 días a 1 año,6.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=1 a 3 años,40.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=Más de 3 años,53.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=0 a 45 días,8.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=91 días a 1 año,25.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=1 a 3 años,16.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=Más de 3 años,50.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=91 días a 1 año,21.4,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=1 a 3 años,28.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Informe de Adoptabilidad en Juridica de INAU|permanencia=Más de 3 años,50.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=0 a 45 días,0.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=46 a 90 días,0.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=91 días a 1 año,9.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=1 a 3 años,27.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=Más de 3 años,62.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=0 a 45 días,1.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=46 a 90 días,3.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=91 días a 1 año,12.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=1 a 3 años,19.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=Más de 3 años,63.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=91 días a 1 año,5.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=1 a 3 años,30.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=Más de 3 años,64.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=91 días a 1 año,12.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=1 a 3 años,35.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=Más de 3 años,52.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=0 a 45 días,0.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=91 días a 1 año,11.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=1 a 3 años,24.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Condición de adoptabilidad con Resolución del P. Judicial|permanencia=Más de 3 años,64.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=0 a 45 días",0.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=46 a 90 días",1.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=91 días a 1 año",15.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=1 a 3 años",33.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=Más de 3 años",48.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=0 a 45 días",1.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=46 a 90 días",1.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=91 días a 1 año",18.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=1 a 3 años",30.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=Más de 3 años",47.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=0 a 45 días",1.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=46 a 90 días",1.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=91 días a 1 año",17.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=1 a 3 años",34.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=Más de 3 años",44.1,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=0 a 45 días",1.1,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=46 a 90 días",1.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=91 días a 1 año",14.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=1 a 3 años",36.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=Más de 3 años",46.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=0 a 45 días",0.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=46 a 90 días",1.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=91 días a 1 año",13.1,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=1 a 3 años",33.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,"motivo_permanencia=Necesidad de Acogimiento, (Fliar/Residencial) Permanente|permanencia=Más de 3 años",50.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=0 a 45 días,0.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=91 días a 1 año,14.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=1 a 3 años,30.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=Más de 3 años,54.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=46 a 90 días,1.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=91 días a 1 año,15.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=1 a 3 años,38.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=Más de 3 años,44.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=0 a 45 días,0.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=91 días a 1 año,16.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=1 a 3 años,26.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=Más de 3 años,55.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=0 a 45 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=46 a 90 días,0.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=91 días a 1 año,8.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=1 a 3 años,28.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=Más de 3 años,63.3,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=0 a 45 días,0.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=46 a 90 días,2.2,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=91 días a 1 año,18.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=1 a 3 años,26.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2025,motivo_permanencia=Trabajando Proyecto de Egreso con Autonomía|permanencia=Más de 3 años,52.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Otros motivos de permanencia|permanencia=0 a 45 días,0.9,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Otros motivos de permanencia|permanencia=46 a 90 días,3.8,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Otros motivos de permanencia|permanencia=91 días a 1 año,17.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Otros motivos de permanencia|permanencia=1 a 3 años,35.7,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2021,motivo_permanencia=Otros motivos de permanencia|permanencia=Más de 3 años,42.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Otros motivos de permanencia|permanencia=0 a 45 días,0.6,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Otros motivos de permanencia|permanencia=46 a 90 días,1.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Otros motivos de permanencia|permanencia=91 días a 1 año,19.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Otros motivos de permanencia|permanencia=1 a 3 años,31.4,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2022,motivo_permanencia=Otros motivos de permanencia|permanencia=Más de 3 años,47.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Otros motivos de permanencia|permanencia=0 a 45 días,1.0,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Otros motivos de permanencia|permanencia=46 a 90 días,2.1,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Otros motivos de permanencia|permanencia=91 días a 1 año,15.5,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Otros motivos de permanencia|permanencia=1 a 3 años,34.4,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2023,motivo_permanencia=Otros motivos de permanencia|permanencia=Más de 3 años,47.1,porcentaje
1.4,Porcentaje de NNA de hasta 17 años de edad atendidos en el sistema de protección según tiempos de permanencia,Cobertura,2024,motivo_permanencia=Otros motivos de permanencia|permanencia=0 a 45 días,0.9,porcentaje
