indicador_codigo,indicador_nombre,dimension,anio,apertura,valor,unidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=13 a 15 años|permanencia=46 a 90 días,16.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=13 a 15 años|permanencia=Entre 91 días y 1 año,70.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=13 a 15 años|permanencia=Entre 1 y 3 años,84.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=13 a 15 años|permanencia=Más de 3 años,56.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=13 a 15 años,313.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=13 a 15 años|permanencia=0 a 45 días,77.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=13 a 15 años|permanencia=46 a 90 días,39.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=13 a 15 años|permanencia=Entre 91 días y 1 año,80.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=13 a 15 años|permanencia=Entre 1 y 3 años,99.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=13 a 15 años|permanencia=Más de 3 años,71.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=13 a 15 años,366.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=13 a 15 años|permanencia=0 a 45 días,79.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=13 a 15 años|permanencia=46 a 90 días,16.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=13 a 15 años|permanencia=Entre 91 días y 1 año,95.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=13 a 15 años|permanencia=Entre 1 y 3 años,93.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=13 a 15 años|permanencia=Más de 3 años,81.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=13 a 15 años,364.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=13 a 15 años|permanencia=0 a 45 días,76.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=13 a 15 años|permanencia=46 a 90 días,24.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=13 a 15 años|permanencia=Entre 91 días y 1 año,116.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=13 a 15 años|permanencia=Entre 1 y 3 años,139.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=13 a 15 años|permanencia=Más de 3 años,99.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=13 a 15 años,454.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=13 a 15 años|permanencia=0 a 45 días,82.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=13 a 15 años|permanencia=46 a 90 días,22.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=13 a 15 años|permanencia=Entre 91 días y 1 año,133.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=13 a 15 años|permanencia=Entre 1 y 3 años,124.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=13 a 15 años|permanencia=Más de 3 años,95.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=13 a 15 años,456.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=16 a 17 años|permanencia=0 a 45 días,100.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=16 a 17 años|permanencia=46 a 90 días,21.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=16 a 17 años|permanencia=Entre 91 días y 1 año,86.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=16 a 17 años|permanencia=Entre 1 y 3 años,99.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=16 a 17 años|permanencia=Más de 3 años,29.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=16 a 17 años,335.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=16 a 17 años|permanencia=0 a 45 días,115.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=16 a 17 años|permanencia=46 a 90 días,23.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=16 a 17 años|permanencia=Entre 91 días y 1 año,85.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=16 a 17 años|permanencia=Entre 1 y 3 años,98.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=16 a 17 años|permanencia=Más de 3 años,42.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=16 a 17 años,363.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=16 a 17 años|permanencia=0 a 45 días,88.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=16 a 17 años|permanencia=46 a 90 días,27.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=16 a 17 años|permanencia=Entre 91 días y 1 año,101.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=16 a 17 años|permanencia=Entre 1 y 3 años,117.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=16 a 17 años|permanencia=Más de 3 años,59.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=16 a 17 años,392.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=16 a 17 años|permanencia=0 a 45 días,110.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=16 a 17 años|permanencia=46 a 90 días,31.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=16 a 17 años|permanencia=Entre 91 días y 1 año,98.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=16 a 17 años|permanencia=Entre 1 y 3 años,96.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=16 a 17 años|permanencia=Más de 3 años,65.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=16 a 17 años,400.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=16 a 17 años|permanencia=0 a 45 días,93.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=16 a 17 años|permanencia=46 a 90 días,25.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=16 a 17 años|permanencia=Entre 91 días y 1 año,109.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=16 a 17 años|permanencia=Entre 1 y 3 años,129.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=16 a 17 años|permanencia=Más de 3 años,82.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=16 a 17 años,438.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=16 a 17 años|permanencia=0 a 45 días,99.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=16 a 17 años|permanencia=46 a 90 días,28.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=16 a 17 años|permanencia=Entre 91 días y 1 año,106.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=16 a 17 años|permanencia=Entre 1 y 3 años,107.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=16 a 17 años|permanencia=Más de 3 años,59.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=16 a 17 años,399.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=18 a 20 años|permanencia=0 a 45 días,15.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=18 a 20 años|permanencia=46 a 90 días,18.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=18 a 20 años|permanencia=Entre 91 días y 1 año,106.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=18 a 20 años|permanencia=Entre 1 y 3 años,175.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=18 a 20 años|permanencia=Más de 3 años,144.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=18 a 20 años,458.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=18 a 20 años|permanencia=0 a 45 días,19.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=18 a 20 años|permanencia=46 a 90 días,15.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=18 a 20 años|permanencia=Entre 91 días y 1 año,97.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=18 a 20 años|permanencia=Entre 1 y 3 años,238.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=18 a 20 años|permanencia=Más de 3 años,156.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=18 a 20 años,525.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=18 a 20 años|permanencia=0 a 45 días,12.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=18 a 20 años|permanencia=46 a 90 días,18.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=18 a 20 años|permanencia=Entre 91 días y 1 año,99.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=18 a 20 años|permanencia=Entre 1 y 3 años,183.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=18 a 20 años|permanencia=Más de 3 años,194.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=18 a 20 años,506.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=18 a 20 años|permanencia=0 a 45 días,19.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=18 a 20 años|permanencia=46 a 90 días,12.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=18 a 20 años|permanencia=Entre 91 días y 1 año,89.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=18 a 20 años|permanencia=Entre 1 y 3 años,160.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=18 a 20 años|permanencia=Más de 3 años,174.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=18 a 20 años,454.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=18 a 20 años|permanencia=0 a 45 días,12.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=18 a 20 años|permanencia=46 a 90 días,22.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=18 a 20 años|permanencia=Entre 91 días y 1 año,122.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=18 a 20 años|permanencia=Entre 1 y 3 años,210.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=18 a 20 años|permanencia=Más de 3 años,183.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=18 a 20 años,549.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=18 a 20 años|permanencia=0 a 45 días,13.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=18 a 20 años|permanencia=46 a 90 días,20.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=18 a 20 años|permanencia=Entre 91 días y 1 año,104.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=18 a 20 años|permanencia=Entre 1 y 3 años,239.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=18 a 20 años|permanencia=Más de 3 años,199.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=18 a 20 años,575.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=21 años en adelante|permanencia=0 a 45 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=21 años en adelante|permanencia=46 a 90 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=21 años en adelante|permanencia=Entre 91 días y 1 año,4.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=21 años en adelante|permanencia=Entre 1 y 3 años,19.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=21 años en adelante|permanencia=Más de 3 años,36.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,tramo=21 años en adelante,59.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=21 años en adelante|permanencia=0 a 45 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=21 años en adelante|permanencia=46 a 90 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=21 años en adelante|permanencia=Entre 91 días y 1 año,1.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=21 años en adelante|permanencia=Entre 1 y 3 años,13.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=21 años en adelante|permanencia=Más de 3 años,37.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,tramo=21 años en adelante,51.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=21 años en adelante|permanencia=0 a 45 días,1.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=21 años en adelante|permanencia=46 a 90 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=21 años en adelante|permanencia=Entre 91 días y 1 año,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=21 años en adelante|permanencia=Entre 1 y 3 años,9.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=21 años en adelante|permanencia=Más de 3 años,40.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,tramo=21 años en adelante,50.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=21 años en adelante|permanencia=0 a 45 días,2.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=21 años en adelante|permanencia=46 a 90 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=21 años en adelante|permanencia=Entre 91 días y 1 año,2.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=21 años en adelante|permanencia=Entre 1 y 3 años,10.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=21 años en adelante|permanencia=Más de 3 años,38.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,tramo=21 años en adelante,52.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=21 años en adelante|permanencia=0 a 45 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=21 años en adelante|permanencia=46 a 90 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=21 años en adelante|permanencia=Entre 91 días y 1 año,3.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=21 años en adelante|permanencia=Entre 1 y 3 años,10.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=21 años en adelante|permanencia=Más de 3 años,116.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2024,tramo=21 años en adelante,129.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=21 años en adelante|permanencia=0 a 45 días,1.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=21 años en adelante|permanencia=46 a 90 días,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=21 años en adelante|permanencia=Entre 91 días y 1 año,0.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=21 años en adelante|permanencia=Entre 1 y 3 años,8.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=21 años en adelante|permanencia=Más de 3 años,44.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2025,tramo=21 años en adelante,53.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,sexo=Mujeres|permanencia=0 a 45 días,124.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,sexo=Mujeres|permanencia=46 a 90 días,56.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,sexo=Mujeres|permanencia=Entre 91 días y 1 año,267.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,sexo=Mujeres|permanencia=Entre 1 y 3 años,398.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,sexo=Mujeres|permanencia=Más de 3 años,175.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2020,sexo=Mujeres,1020.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,sexo=Mujeres|permanencia=0 a 45 días,159.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,sexo=Mujeres|permanencia=46 a 90 días,61.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,sexo=Mujeres|permanencia=Entre 91 días y 1 año,260.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,sexo=Mujeres|permanencia=Entre 1 y 3 años,367.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,sexo=Mujeres|permanencia=Más de 3 años,184.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2021,sexo=Mujeres,1031.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,sexo=Mujeres|permanencia=0 a 45 días,136.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,sexo=Mujeres|permanencia=46 a 90 días,78.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,sexo=Mujeres|permanencia=Entre 91 días y 1 año,316.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,sexo=Mujeres|permanencia=Entre 1 y 3 años,412.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,sexo=Mujeres|permanencia=Más de 3 años,263.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2022,sexo=Mujeres,1205.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,sexo=Mujeres|permanencia=0 a 45 días,159.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,sexo=Mujeres|permanencia=46 a 90 días,93.0,cantidad
5.3,Cantidad de NNA que egresan del Sistema de Protección Especial según tiempos de permanencia en la intervención,Trayectorias,2023,sexo=Mujeres|permanencia=Entre 91 días y 1 año,315.0,cantidad
