indicador_codigo,indicador_nombre,departamento,periodo,apertura,valor,unidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Lavalleja,2025-S1,total,92.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Lavalleja,2025-S2,total,86.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2020-S1,total,317.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2020-S2,total,307.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2021-S1,total,329.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2021-S2,total,332.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2022-S1,total,358.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2022-S2,total,353.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2023-S1,total,345.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2023-S2,total,371.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2024-S1,total,387.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2024-S2,total,397.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2025-S1,total,401.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Maldonado,2025-S2,total,410.0,cantidad
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2020-S1,total,8.9,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2020-S2,total,8.7,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2021-S1,total,9.4,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2021-S2,total,9.8,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2022-S1,total,10.3,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2022-S2,total,9.9,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2023-S1,total,9.7,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2023-S2,total,9.7,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2024-S1,total,10.1,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2024-S2,total,10.0,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2025-S1,total,10.5,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Maldonado,2025-S2,total,10.4,porcentaje
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2020-S1,total,84.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2020-S2,total,110.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2021-S1,total,100.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2021-S2,total,85.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2022-S1,total,86.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2022-S2,total,70.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2023-S1,total,51.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2023-S2,total,72.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2024-S1,total,71.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2024-S2,total,65.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2025-S1,total,61.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Maldonado,2025-S2,total,69.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2020-S1,total,233.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2020-S2,total,197.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2021-S1,total,229.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2021-S2,total,247.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2022-S1,total,272.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2022-S2,total,283.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2023-S1,total,294.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2023-S2,total,299.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2024-S1,total,316.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2024-S2,total,332.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2025-S1,total,340.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Maldonado,2025-S2,total,341.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2020-S1,total,31.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2020-S2,total,34.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2021-S1,total,48.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2021-S2,total,35.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2022-S1,total,35.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2022-S2,total,47.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2023-S1,total,54.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2023-S2,total,86.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2024-S1,total,58.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2024-S2,total,66.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2025-S1,total,52.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Maldonado,2025-S2,total,70.0,cantidad
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2020-S1,total,8.8,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2020-S2,total,9.4,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2021-S1,total,13.4,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2021-S2,total,9.6,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2022-S1,total,9.3,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2022-S2,total,11.8,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2023-S1,total,13.4,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2023-S2,total,19.9,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2024-S1,total,13.4,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2024-S2,total,14.3,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2025-S1,total,11.4,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Maldonado,2025-S2,total,14.6,porcentaje
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2020-S1,total,7.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2020-S2,total,6.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2021-S1,total,11.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2021-S2,total,6.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2022-S1,total,16.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2022-S2,total,16.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2023-S1,total,9.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2023-S2,total,9.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2024-S1,total,8.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2024-S2,total,10.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2025-S1,total,7.0,cantidad
9,Cantidad de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en el departamento,Maldonado,2025-S2,total,4.0,cantidad
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2020-S1,total,2.0,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2020-S2,total,1.7,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2021-S1,total,3.1,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2021-S2,total,1.6,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2022-S1,total,4.2,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2022-S2,total,4.0,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2023-S1,total,2.2,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2023-S2,total,2.1,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2024-S1,total,1.9,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2024-S2,total,2.2,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2025-S1,total,1.5,porcentaje
10,Porcentaje de NNA que ingresan con trayectoria anterior al Sistema de Protección Especial en algún proyecto del departamento respecto al total de atendidos por el Sistema en el departamento,Maldonado,2025-S2,total,0.8,porcentaje
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2020-S1,total,49.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2020-S2,total,71.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2021-S1,total,48.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2021-S2,total,44.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2022-S1,total,47.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2022-S2,total,59.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2023-S1,total,62.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2023-S2,total,76.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2024-S1,total,49.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2024-S2,total,68.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2025-S1,total,54.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Maldonado,2025-S2,total,69.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2020-S1,total,49.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2020-S2,total,71.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2021-S1,total,48.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2021-S2,total,44.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2022-S1,total,47.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2022-S2,total,59.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2023-S1,total,62.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2023-S2,total,76.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2024-S1,total,49.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2024-S2,total,68.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2025-S1,total,54.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Maldonado,2025-S2,total,69.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2020-S1,total,49.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2020-S2,total,71.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2021-S1,total,48.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2021-S2,total,44.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2022-S1,total,47.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2022-S2,total,59.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2023-S1,total,62.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2023-S2,total,76.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2024-S1,total,49.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2024-S2,total,68.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2025-S1,total,54.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Maldonado,2025-S2,total,69.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2020-S1,total,42.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2020-S2,total,46.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2021-S1,total,45.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2021-S2,total,46.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2022-S1,total,46.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2022-S2,total,64.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2023-S1,total,59.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2023-S2,total,56.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2024-S1,total,46.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2024-S2,total,59.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2025-S1,total,55.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Maldonado,2025-S2,total,56.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2020-S1,total,27.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2020-S2,total,34.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2021-S1,total,28.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2021-S2,total,27.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2022-S1,total,29.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2022-S2,total,29.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2023-S1,total,25.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2023-S2,total,21.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2024-S1,total,22.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2024-S2,total,18.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2025-S1,total,18.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Maldonado,2025-S2,total,21.0,cantidad
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2020-S1,total,7.7,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2020-S2,total,9.4,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2021-S1,total,7.8,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2021-S2,total,7.4,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2022-S1,total,7.7,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2022-S2,total,7.2,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2023-S1,total,6.2,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2023-S2,total,4.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2024-S1,total,5.1,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2024-S2,total,3.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2025-S1,total,3.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Maldonado,2025-S2,total,4.4,porcentaje
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2020-S1,total,2.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2020-S2,total,7.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2021-S1,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2021-S2,total,2.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2022-S1,total,2.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2022-S2,total,4.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2023-S1,total,4.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2023-S2,total,2.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2024-S1,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2024-S2,total,0.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2025-S1,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Maldonado,2025-S2,total,4.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2020-S1,total,4.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2020-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2021-S1,total,1.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2021-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2022-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2022-S2,total,1.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2023-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2023-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2024-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2024-S2,total,1.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2025-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Maldonado,2025-S2,total,0.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Maldonado,2021-S1,total,32.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Maldonado,2021-S2,total,33.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Maldonado,2022-S1,total,40.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Maldonado,2022-S2,total,36.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Maldonado,2023-S1,total,41.0,cantidad
