indicador_codigo,indicador_nombre,departamento,periodo,apertura,valor,unidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Colonia,2024-S1,total,30.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Colonia,2024-S2,total,34.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Colonia,2025-S1,total,32.0,cantidad
11,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento,Colonia,2025-S2,total,50.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2020-S1,total,30.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2020-S2,total,21.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2021-S1,total,19.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2021-S2,total,21.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2022-S1,total,19.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2022-S2,total,28.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2023-S1,total,24.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2023-S2,total,30.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2024-S1,total,30.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2024-S2,total,34.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2025-S1,total,32.0,cantidad
12,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en el Sistema,Colonia,2025-S2,total,50.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2020-S1,total,30.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2020-S2,total,21.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2021-S1,total,19.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2021-S2,total,21.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2022-S1,total,19.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2022-S2,total,28.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2023-S1,total,24.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2023-S2,total,30.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2024-S1,total,30.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2024-S2,total,34.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2025-S1,total,32.0,cantidad
13,Cantidad de NNA que egresan del Sistema de Protección Especial en el departamento según tiempos de permanencia en la intervención,Colonia,2025-S2,total,50.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2020-S1,total,44.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2020-S2,total,26.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2021-S1,total,12.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2021-S2,total,35.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2022-S1,total,7.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2022-S2,total,37.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2023-S1,total,22.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2023-S2,total,37.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2024-S1,total,29.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2024-S2,total,20.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2025-S1,total,20.0,cantidad
14,Cantidad de NNA que dejan de vivir en residencias en el departamento para vivir con una familia,Colonia,2025-S2,total,24.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2020-S1,total,9.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2020-S2,total,11.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2021-S1,total,11.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2021-S2,total,12.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2022-S1,total,12.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2022-S2,total,15.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2023-S1,total,14.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2023-S2,total,15.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2024-S1,total,15.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2024-S2,total,21.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2025-S1,total,22.0,cantidad
15,Cantidad de NNA con condición de adoptabilidad en el departamento,Colonia,2025-S2,total,21.0,cantidad
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2020-S1,total,4.2,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2020-S2,total,5.6,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2021-S1,total,5.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2021-S2,total,5.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2022-S1,total,5.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2022-S2,total,6.6,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2023-S1,total,6.0,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2023-S2,total,6.0,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2024-S1,total,5.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2024-S2,total,7.7,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2025-S1,total,7.9,porcentaje
16,"Porcentaje de NNA con condición de adoptabilidad en el departamento, respecto al total de NNA atendidos por el Sistema de Protección Especial en el departamento",Colonia,2025-S2,total,7.6,porcentaje
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2020-S1,total,0.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2020-S2,total,0.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2021-S1,total,0.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2021-S2,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2022-S1,total,2.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2022-S2,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2023-S1,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2023-S2,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2024-S1,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2024-S2,total,1.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2025-S1,total,0.0,cantidad
17,Cantidad de NNA con condición de adoptabilidad en el departamento que pasa a seguimiento de tenencia,Colonia,2025-S2,total,4.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2020-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2020-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2021-S1,total,2.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2021-S2,total,2.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2022-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2022-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2023-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2023-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2024-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2024-S2,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2025-S1,total,0.0,cantidad
19,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento que tiene Proyecto de Atención Integral (PAI),Colonia,2025-S2,total,0.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2021-S1,total,26.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2021-S2,total,23.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2022-S1,total,18.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2022-S2,total,18.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2023-S1,total,21.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2023-S2,total,24.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2024-S1,total,28.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2024-S2,total,26.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2025-S1,total,28.0,cantidad
20,"Cantidad de NN de 0 a 5 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación y cuidado",Colonia,2025-S2,total,26.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2021-S1,total,124.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2021-S2,total,154.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2022-S1,total,145.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2022-S2,total,165.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2023-S1,total,163.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2023-S2,total,177.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2024-S1,total,172.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2024-S2,total,174.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2025-S1,total,180.0,cantidad
21,"Cantidad de NNA de 6 a 17 años atendidos por el Sistema de Protección Especial en el departamento, inscriptos en centros de educación formal",Colonia,2025-S2,total,165.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2020-S1,total,96.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2020-S2,total,41.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2021-S1,total,100.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2021-S2,total,99.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2022-S1,total,96.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2022-S2,total,109.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2023-S1,total,122.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2023-S2,total,119.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2024-S1,total,181.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2024-S2,total,126.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2025-S1,total,138.0,cantidad
23,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con controles médicos al día,Colonia,2025-S2,total,119.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2020-S1,total,167.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2020-S2,total,129.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2021-S1,total,144.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2021-S2,total,141.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2022-S1,total,130.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2022-S2,total,167.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2023-S1,total,175.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2023-S2,total,170.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2024-S1,total,186.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2024-S2,total,164.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2025-S1,total,189.0,cantidad
24,Cantidad de NNA atendidos por el Sistema de Protección Especial en el departamento con vacunas al día,Colonia,2025-S2,total,174.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2020-S1,total,133.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2020-S2,total,138.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2021-S1,total,142.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2021-S2,total,153.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2022-S1,total,139.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2022-S2,total,148.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2023-S1,total,164.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2023-S2,total,171.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2024-S1,total,171.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2024-S2,total,178.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2025-S1,total,181.0,cantidad
1,Cantidad de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento,Durazno,2025-S2,total,178.0,cantidad
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2020-S1,total,4.7,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2020-S2,total,4.8,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2021-S1,total,5.2,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2021-S2,total,5.4,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2022-S1,total,4.9,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2022-S2,total,5.0,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2023-S1,total,5.7,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2023-S2,total,5.8,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2024-S1,total,6.0,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2024-S2,total,6.2,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2025-S1,total,6.5,porcentaje
2,Porcentaje de NNA atendidos en algún proyecto del Sistema de Protección Especial del departamento respecto a la población total INAU del departamento,Durazno,2025-S2,total,6.2,porcentaje
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2020-S1,total,23.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2020-S2,total,20.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2021-S1,total,19.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2021-S2,total,20.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2022-S1,total,16.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2022-S2,total,15.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2023-S1,total,11.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2023-S2,total,12.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2024-S1,total,6.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2024-S2,total,9.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2025-S1,total,8.0,cantidad
5,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en residencia,Durazno,2025-S2,total,10.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2020-S1,total,110.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2020-S2,total,118.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2021-S1,total,123.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2021-S2,total,133.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2022-S1,total,123.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2022-S2,total,133.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2023-S1,total,153.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2023-S2,total,159.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2024-S1,total,165.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2024-S2,total,169.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2025-S1,total,173.0,cantidad
6,Cantidad de NNA en el Sistema de Protección Especial del departamento que viven en contexto familiar,Durazno,2025-S2,total,168.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2020-S1,total,9.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2020-S2,total,22.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2021-S1,total,21.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2021-S2,total,24.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2022-S1,total,12.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2022-S2,total,19.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2023-S1,total,19.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2023-S2,total,33.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2024-S1,total,16.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2024-S2,total,30.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2025-S1,total,30.0,cantidad
7,Cantidad de NNA en el departamento que ingresan por primera vez al Sistema de Protección Especial,Durazno,2025-S2,total,16.0,cantidad
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2020-S1,total,6.7,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2020-S2,total,14.9,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2021-S1,total,13.6,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2021-S2,total,14.4,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2022-S1,total,7.6,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2022-S2,total,12.2,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2023-S1,total,11.3,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2023-S2,total,16.9,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2024-S1,total,8.2,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2024-S2,total,13.6,porcentaje
8,"Porcentaje de NNA que ingresan por primera vez al Sistema de Protección Especial en algún proyecto del departamento, respecto al total de atendidos por el Sistema en el departamento",Durazno,2025-S1,total,12.7,porcentaje
