cuadro,titulo,fila,departamento,columna,valor,unidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Artigas,total,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Primera Infancia|Mujeres,6.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Primera Infancia|Varones,7.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Infancia|Mujeres,42.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Infancia|Varones,34.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Adolescencia|Mujeres,46.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Adolescencia|Varones,8.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Juventud|Mujeres,2.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Juventud|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Total|Mujeres,96.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,Total|Varones,50.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Canelones,total,146.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Primera Infancia|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Infancia|Mujeres,6.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Infancia|Varones,2.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Adolescencia|Mujeres,7.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Adolescencia|Varones,3.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Juventud|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Total|Mujeres,15.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,Total|Varones,5.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Cerro Largo,total,20.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Primera Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Adolescencia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Adolescencia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Juventud|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Total|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,Total|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Colonia,total,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Primera Infancia|Mujeres,2.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Infancia|Mujeres,8.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Infancia|Varones,4.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Adolescencia|Mujeres,12.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Adolescencia|Varones,4.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Juventud|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Total|Mujeres,23.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,Total|Varones,8.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Durazno,total,31.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Primera Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Infancia|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Infancia|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Adolescencia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Adolescencia|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Juventud|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Total|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,Total|Varones,2.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Flores,total,3.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Primera Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Infancia|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Infancia|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Adolescencia|Mujeres,10.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Adolescencia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Juventud|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Total|Mujeres,11.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,Total|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Florida,total,12.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Primera Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Adolescencia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Adolescencia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Juventud|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Total|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,Total|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Lavalleja,total,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Primera Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Infancia|Mujeres,5.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Infancia|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Adolescencia|Mujeres,9.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Adolescencia|Varones,2.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Juventud|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Total|Mujeres,14.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,Total|Varones,3.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Maldonado,total,17.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Primera Infancia|Mujeres,7.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Primera Infancia|Varones,6.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Infancia|Mujeres,51.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Infancia|Varones,44.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Adolescencia|Mujeres,113.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Adolescencia|Varones,24.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Juventud|Mujeres,7.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Juventud|Varones,5.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Total|Mujeres,178.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,Total|Varones,79.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Montevideo,total,257.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Primera Infancia|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Infancia|Mujeres,5.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Adolescencia|Mujeres,11.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Adolescencia|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Juventud|Mujeres,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Juventud|Varones,1.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Total|Mujeres,18.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,Total|Varones,2.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Paysandú,total,20.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Primera Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Primera Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Infancia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Infancia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Adolescencia|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Adolescencia|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Juventud|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Juventud|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Juventud y Adultez|Mujeres,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Juventud y Adultez|Varones,0.0,cantidad
Cuadro 4,"Cuadro 4. Vinculaciones por etapa de desarrollo y sexo, según propuesta de atención. Distribución por departamento",Centros para atención en situaciones de violencia,Río Negro,Total|Mujeres,0.0,cantidad
