cuadro,titulo,fila,departamento,columna,valor,unidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros de Primera Infancia,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros de Primera Infancia,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros de Primera Infancia,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros de Primera Infancia,Total país,total,203.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,Familia de Origen2,30.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,Acogimiento Familiar propio4,376.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,Acogimiento Familiar amigo5,1.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Club de Niños,Total país,total,407.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,Familia de Origen2,13.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,Acogimiento Familiar propio4,160.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Centros Juveniles,Total país,total,173.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,Familia de Origen2,13.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,Acogimiento Familiar propio4,72.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,Acogimiento Familiar amigo5,1.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializados,Total país,total,86.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,Familia de Origen2,208.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,Acogimiento Familiar propio4,1191.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,Acogimiento Familiar amigo5,23.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta","CED, CRL, CEPRODE",Total país,total,1422.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,Familia de Origen2,5.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,Acogimiento Familiar propio4,299.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",ETAF,Total país,total,304.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,Familia de Origen2,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,Acogimiento Familiar propio4,3.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Otros proyectos de atención comunitaria,Total país,total,3.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,Familia de Origen2,1.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,Contexto Familiar propio3,9.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,Acogimiento Familiar propio4,224.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,Acogimiento Familiar amigo5,117.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Unidades de Acogimiento Familiar10,Total país,total,351.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,Familia de Origen2,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,Acogimiento Familiar propio4,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,Cuidado Residencial6,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,Con Familia Adoptiva7,633.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Adopciones y Jurídica,Total país,total,633.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,Familia de Origen2,42.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,Contexto Familiar propio3,1310.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,Acogimiento Familiar propio4,222.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,Acogimiento Familiar amigo5,206.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,Cuidado Residencial6,3274.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Acompañamiento/ Cuidado Residencial9,Total país,total,5054.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,Familia de Origen2,42.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,Contexto Familiar propio3,1149.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,Acogimiento Familiar propio4,221.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,Acogimiento Familiar amigo5,204.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,Cuidado Residencial6,2240.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especial,Total país,total,3856.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,Familia de Origen2,19.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,Contexto Familiar propio3,746.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,Acogimiento Familiar propio4,103.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,Acogimiento Familiar amigo5,108.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,Cuidado Residencial6,1418.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de atención integral de 24 hs.,Total país,total,2394.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,Familia de Origen2,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,Contexto Familiar propio3,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,Acogimiento Familiar propio4,8.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,Cuidado Residencial6,63.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de breve estadía,Total país,total,71.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,Familia de Origen2,23.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,Contexto Familiar propio3,374.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,Acogimiento Familiar propio4,110.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,Acogimiento Familiar amigo5,96.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,Cuidado Residencial6,709.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En centros de acogimiento y fortalecimiento familiar (CAFF),Total país,total,1312.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,Familia de Origen2,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,Contexto Familiar propio3,29.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,Acogimiento Familiar propio4,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,Acogimiento Familiar amigo5,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,Cuidado Residencial6,50.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para adolescentes madres,Total país,total,79.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,Familia de Origen2,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,Contexto Familiar propio3,161.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,Acogimiento Familiar propio4,1.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,Acogimiento Familiar amigo5,2.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,Cuidado Residencial6,1034.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,Con Familia Adoptiva7,0.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",Especializado,Total país,total,1198.0,cantidad
Cuadro 2,"Cuadro 2. Distribución de niños, niñas y adolescentes vinculados a Dispositivos/ Acogimientos Familiares y Centros de Protección Especial, por lugar donde se encuentra residiendo, según propuesta",En residencias para la atención en discapacidad,Total país,Familia de Origen2,0.0,cantidad
